CLAVEALUMNO,MEAN_IMPKDE_Z,VISITAS,n_student_classroom_observations,n_unique_classroom_units,n_unique_professors,n_unique_subject_variants,n_unique_years,mean_raw_grade_numeric,mean_impmean,mean_impkde,mean_impkde_z
167511,-0.03996401193113115,2,2,2,2,2,2,8.15,8.15,8.15,-0.03996401193113115
167557,0.30227041534917254,2,4,4,4,4,2,9.025,9.025,9.025,0.30227041534917254
167611,0.6690297561184003,2,5,5,5,5,2,9.74,9.74,9.74,0.6690297561184003
167628,0.018915086217578092,2,4,4,4,3,3,8.933333333333334,6.7,6.7,0.018915086217578092
167629,0.5205308435806338,2,3,3,3,3,2,9.700000000000001,9.700000000000001,9.700000000000001,0.5205308435806338
167670,-0.9817965841351043,2,3,3,3,1,3,6.550000000000001,5.616666666666667,4.366666666666667,-0.9817965841351043
167691,0.880306909474697,2,2,2,2,2,2,8.95,8.95,8.95,0.880306909474697
167783,0.8616271602697808,2,1,1,1,1,1,9.0,9.0,9.0,0.8616271602697808
167819,-0.7388312822962642,2,5,5,5,4,3,8.375,8.2,7.44,-0.7388312822962642
167824,0.6322767238087095,2,3,3,3,3,2,9.866666666666667,9.866666666666667,9.866666666666667,0.6322767238087095
167868,0.21812634848446766,2,3,3,3,3,2,9.0,9.0,9.0,0.21812634848446766
167888,0.3847952928402992,2,1,1,1,1,1,8.9,8.9,8.9,0.3847952928402992
167890,-0.531965786587056,2,2,2,2,1,2,8.1,5.779999999999999,6.05,-0.531965786587056
168027,0.9792506707187135,2,3,3,2,3,2,9.9,9.9,9.9,0.9792506707187135
168123,0.11971409110587111,2,1,1,1,1,1,8.4,8.4,8.4,0.11971409110587111
168167,-0.012828656925441773,2,3,3,3,3,3,9.45,7.110256410256411,6.3,-0.012828656925441773
168177,-0.21899986339867636,2,5,5,4,4,3,9.0,7.2,7.2,-0.21899986339867636
168308,-0.22832592166242494,2,5,5,5,4,3,8.7,7.81,8.0,-0.22832592166242494
168347,0.06924663193819479,2,3,3,3,2,2,9.05,6.843589743589743,7.333333333333333,0.06924663193819479
168377,-0.6259239603384342,2,4,4,4,4,2,7.95,7.95,7.95,-0.6259239603384342
168406,0.733033926237125,2,3,3,3,3,2,9.433333333333334,9.433333333333334,9.433333333333334,0.733033926237125
168419,0.3904827320193536,2,3,3,3,3,2,8.666666666666666,8.666666666666666,8.666666666666666,0.3904827320193536
168448,0.4162118160869952,2,4,4,4,3,3,9.1,7.885,8.575,0.4162118160869952
168453,-2.53672201759161,2,5,5,4,3,2,2.98,2.98,2.98,-2.53672201759161
168457,0.006083027242083108,2,4,4,3,4,3,8.875,8.875,8.875,0.006083027242083108
168467,-2.4463775867775928,2,3,3,3,1,3,1.9,3.85030303030303,2.233333333333333,-2.4463775867775928
168486,-0.524511641819656,2,3,3,3,3,3,7.633333333333333,7.633333333333333,7.633333333333333,-0.524511641819656
168499,0.37289662303002663,2,5,5,4,5,3,8.72,8.72,8.72,0.37289662303002663
168503,0.2642061489678497,2,1,1,1,1,1,8.5,8.5,8.5,0.2642061489678497
168510,0.05709659662342485,2,4,4,4,3,3,8.05,8.05,8.05,0.05709659662342485
168557,0.16385017440606833,2,5,5,4,5,3,8.82,8.82,8.82,0.16385017440606833
168576,0.03880965241034806,2,3,3,3,2,2,9.9,8.35,8.166666666666666,0.03880965241034806
168583,0.8095121012457429,2,2,2,2,2,1,9.05,9.05,9.05,0.8095121012457429
168600,-0.3044158316692142,2,1,1,1,1,1,7.6,7.6,7.6,-0.3044158316692142
168606,-1.0888649587239816,2,2,2,2,1,2,7.9,4.1000000000000005,4.1000000000000005,-1.0888649587239816
