CLASSROOM_UNIT_ID,professor_id,subject_variant,subject_name,year,session,n_student_classroom_observations,n_unique_students,n_unique_careers,mean_visits,median_visits,max_visits,mean_raw_grade_numeric,raw_grade_missing_count,raw_grade_non_missing_count,mean_impmean,mean_impkde,raw_grade_missing_prop,classroom_size
23836 | MAT1022 | 2021 | PRIMAVERA,23836,MAT1022,CÁLCULO I,2021,PRIMAVERA,57,57,15,1.1403508771929824,0.0,9,8.4,7,50,7.806432748538011,7.819298245614035,0.12280701754385964,57
21853 | MAT1032 | 2025 | PRIMAVERA,21853,MAT1032,ÁLGEBRA LINEAL,2025,PRIMAVERA,57,57,14,0.08771929824561403,0.0,3,8.517999999999999,7,50,8.031929824561404,8.152631578947368,0.12280701754385964,57
22480 | MAT1022 | 2019 | PRIMAVERA,22480,MAT1022,CÁLCULO I,2019,PRIMAVERA,56,56,21,1.0714285714285714,0.0,11,8.907843137254902,5,51,8.716666666666667,8.689285714285715,0.08928571428571429,56
23152 | MAT1012 | 2019 | OTOÑO,23152,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,OTOÑO,56,56,18,1.375,0.0,13,8.6,18,38,7.442857142857143,5.835714285714286,0.32142857142857145,56
21262 | MAT1012 | 2020 | OTOÑO,21262,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2020,OTOÑO,56,56,9,0.8392857142857143,0.0,17,8.937735849056603,3,53,8.842857142857143,8.8375,0.05357142857142857,56
23453 | MAT1012 | 2020 | PRIMAVERA,23453,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2020,PRIMAVERA,56,56,25,0.5357142857142857,0.0,7,7.147826086956522,10,46,6.827678571428572,6.644642857142857,0.17857142857142858,56
23823 | MAT1012 | 2020 | PRIMAVERA,23823,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2020,PRIMAVERA,56,56,20,1.25,0.0,17,8.524489795918367,7,49,8.257366071428573,8.189285714285715,0.125,56
23148 | MAT1032 | 2021 | PRIMAVERA,23148,MAT1032,ÁLGEBRA LINEAL,2021,PRIMAVERA,56,56,16,2.2857142857142856,0.0,26,9.518518518518519,2,54,9.446428571428571,9.310714285714285,0.03571428571428571,56
23452 | MAT1032 | 2021 | PRIMAVERA,23452,MAT1032,ÁLGEBRA LINEAL,2021,PRIMAVERA,56,56,14,0.9642857142857143,0.0,8,9.574545454545454,1,55,9.574545454545454,9.469642857142857,0.017857142857142856,56
23162 | MAT2012 | 2022 | OTOÑO,23162,MAT2012,CÁLCULO II,2022,OTOÑO,56,56,15,2.9285714285714284,1.0,23,9.618867924528303,3,53,9.618867924528303,9.301785714285714,0.05357142857142857,56
23852 | MAT2012 | 2022 | OTOÑO,23852,MAT2012,CÁLCULO II,2022,OTOÑO,56,56,18,1.9107142857142858,0.0,32,8.933962264150944,3,53,8.746428571428572,8.525,0.05357142857142857,56
23885 | MAT1022 | 2023 | PRIMAVERA,23885,MAT1022,CÁLCULO I,2023,PRIMAVERA,56,56,22,4.285714285714286,1.0,33,9.255102040816327,7,49,9.255102040816327,8.560714285714285,0.125,56
22109 | MAT1052 | 2025 | PRIMAVERA,22109,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2025,PRIMAVERA,56,56,10,0.07142857142857142,0.0,4,8.397368421052633,18,38,8.007142857142856,7.498214285714285,0.32142857142857145,56
22115 | MAT1052 | 2019 | OTOÑO,22115,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2019,OTOÑO,55,55,9,1.018181818181818,0.0,10,7.906818181818181,11,44,7.516363636363636,6.821818181818181,0.2,55
23468 | MAT1012 | 2019 | PRIMAVERA,23468,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,PRIMAVERA,55,55,20,1.3454545454545455,0.0,15,7.554347826086956,9,46,7.2322077922077925,7.18,0.16363636363636364,55
22471 | MAT2012 | 2020 | OTOÑO,22471,MAT2012,CÁLCULO II,2020,OTOÑO,55,55,16,3.5090909090909093,0.0,37,8.706060606060607,22,33,7.4336363636363645,6.949090909090909,0.4,55
24086 | MAT1032 | 2020 | PRIMAVERA,24086,MAT1032,ÁLGEBRA LINEAL,2020,PRIMAVERA,55,55,12,1.5454545454545454,0.0,17,8.53,5,50,8.193939393939393,7.967272727272727,0.09090909090909091,55
23149 | MAT1012 | 2021 | OTOÑO,23149,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,55,55,19,1.0363636363636364,0.0,7,7.2631578947368425,17,38,6.285454545454545,5.8981818181818175,0.3090909090909091,55
16164 | MAT2022 | 2022 | OTOÑO,16164,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2022,OTOÑO,55,55,7,1.2181818181818183,0.0,19,9.33529411764706,4,51,9.172727272727272,9.172727272727272,0.07272727272727272,55
18269 | MAT1022 | 2022 | PRIMAVERA,18269,MAT1022,CÁLCULO I,2022,PRIMAVERA,55,55,21,2.2545454545454544,0.0,22,8.54186046511628,12,43,7.747272727272727,7.618181818181818,0.21818181818181817,55
23149 | MAT1022 | 2023 | PRIMAVERA,23149,MAT1022,CÁLCULO I,2023,PRIMAVERA,55,55,20,3.5636363636363635,2.0,27,8.547058823529412,21,34,7.256363636363637,6.456363636363637,0.38181818181818183,55
21815 | MAT2022 | 2024 | OTOÑO,21815,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2024,OTOÑO,55,55,7,1.6727272727272726,0.0,11,9.420370370370371,1,54,9.294545454545455,9.249090909090908,0.01818181818181818,55
22446 | MAT2012 | 2020 | OTOÑO,22446,MAT2012,CÁLCULO II,2020,OTOÑO,54,54,15,2.814814814814815,1.0,25,9.301851851851852,0,54,9.301851851851852,9.301851851851852,0.0,54
22473 | MAT1032 | 2020 | PRIMAVERA,22473,MAT1032,ÁLGEBRA LINEAL,2020,PRIMAVERA,54,54,15,1.9814814814814814,0.5,16,9.326415094339623,1,53,9.262037037037036,9.268518518518519,0.018518518518518517,54
23442 | MAT1012 | 2020 | OTOÑO,23442,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2020,OTOÑO,54,54,8,2.5,0.0,32,9.29,4,50,9.022222222222222,9.022222222222222,0.07407407407407407,54
23897 | MAT1012 | 2020 | OTOÑO,23897,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2020,OTOÑO,54,54,12,0.7407407407407407,0.0,12,9.026,4,50,8.450000000000001,8.450000000000001,0.07407407407407407,54
23897 | MAT1012 | 2021 | OTOÑO,23897,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,54,54,19,0.7037037037037037,0.0,7,8.955102040816326,5,49,8.35925925925926,8.294444444444444,0.09259259259259259,54
21192 | MAT1022 | 2022 | PRIMAVERA,21192,MAT1022,CÁLCULO I,2022,PRIMAVERA,54,54,19,2.8518518518518516,0.0,70,9.078000000000001,4,50,8.86037037037037,8.831481481481482,0.07407407407407407,54
22115 | MAT1052 | 2019 | PRIMAVERA,22115,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2019,PRIMAVERA,53,53,9,0.018867924528301886,0.0,1,8.419512195121952,12,41,7.836118598382749,7.584905660377358,0.22641509433962265,53
23836 | MAT1012 | 2019 | OTOÑO,23836,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,OTOÑO,53,53,25,1.6603773584905661,0.0,15,7.546511627906977,10,43,6.946091644204852,6.573584905660377,0.18867924528301888,53
22521 | MAT2012 | 2020 | OTOÑO,22521,MAT2012,CÁLCULO II,2020,OTOÑO,53,53,18,2.811320754716981,1.0,18,8.203333333333333,23,30,6.487735849056604,6.5150943396226415,0.4339622641509434,53
23434 | MAT1022 | 2020 | PRIMAVERA,23434,MAT1022,CÁLCULO I,2020,PRIMAVERA,53,53,20,2.2452830188679247,0.0,13,8.080434782608695,7,46,7.866194968553459,7.630188679245283,0.1320754716981132,53
24086 | MAT1012 | 2021 | OTOÑO,24086,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,53,53,17,0.5849056603773585,0.0,13,7.520408163265306,4,49,7.187373004354136,7.056603773584905,0.07547169811320754,53
23434 | MAT1012 | 2021 | PRIMAVERA,23434,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,PRIMAVERA,52,52,26,0.7692307692307693,0.0,5,7.733333333333333,4,48,7.499300699300699,7.421153846153846,0.07692307692307693,52
23452 | MAT1012 | 2021 | OTOÑO,23452,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,52,52,17,1.3269230769230769,0.0,19,8.525,4,48,8.152747252747254,8.125,0.07692307692307693,52
24097 | MAT1012 | 2021 | OTOÑO,24097,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,52,52,14,1.0769230769230769,0.0,13,8.146938775510204,3,49,7.976346153846153,7.948076923076924,0.057692307692307696,52
23839 | MAT1022 | 2024 | PRIMAVERA,23839,MAT1022,CÁLCULO I,2024,PRIMAVERA,52,52,20,1.0384615384615385,0.0,11,7.804545454545454,8,44,7.104945054945055,6.9653846153846155,0.15384615384615385,52
21262 | MAT1022 | 2021 | PRIMAVERA,21262,MAT1022,CÁLCULO I,2021,PRIMAVERA,51,51,16,1.392156862745098,0.0,14,9.359183673469389,2,49,9.359183673469389,9.137254901960784,0.0392156862745098,51
23148 | MAT1012 | 2021 | OTOÑO,23148,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,51,51,21,0.8823529411764706,0.0,14,7.485106382978723,4,47,7.161568627450981,7.113725490196079,0.0784313725490196,51
23425 | MAT1022 | 2022 | PRIMAVERA,23425,MAT1022,CÁLCULO I,2022,PRIMAVERA,51,51,21,1.1568627450980393,0.0,32,9.352083333333333,3,48,9.352083333333333,9.019607843137255,0.058823529411764705,51
23897 | MAT1022 | 2022 | PRIMAVERA,23897,MAT1022,CÁLCULO I,2022,PRIMAVERA,51,51,20,2.215686274509804,0.0,32,9.572340425531914,4,47,8.954901960784314,8.954901960784314,0.0784313725490196,51
21852 | MAT1052 | 2019 | PRIMAVERA,21852,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2019,PRIMAVERA,50,50,12,0.02,0.0,1,8.646511627906976,7,43,8.203199999999999,8.048,0.14,50
21853 | MAT1022 | 2021 | PRIMAVERA,21853,MAT1022,CÁLCULO I,2021,PRIMAVERA,50,50,21,1.46,0.0,17,8.989583333333334,2,48,8.93,8.777999999999999,0.04,50
23453 | MAT1022 | 2022 | PRIMAVERA,23453,MAT1022,CÁLCULO I,2022,PRIMAVERA,50,50,27,1.58,0.0,19,8.141463414634147,9,41,7.951428571428571,7.784,0.18,50
24085 | MAT1022 | 2022 | PRIMAVERA,24085,MAT1022,CÁLCULO I,2022,PRIMAVERA,50,50,23,2.02,0.0,23,9.717391304347826,4,46,9.26,9.26,0.08,50
23839 | MAT1022 | 2020 | PRIMAVERA,23839,MAT1022,CÁLCULO I,2020,PRIMAVERA,49,49,20,2.163265306122449,1.0,10,8.248888888888889,4,45,7.990476190476191,7.738775510204081,0.08163265306122448,49
23411 | MAT1022 | 2021 | PRIMAVERA,23411,MAT1022,CÁLCULO I,2021,PRIMAVERA,49,49,29,0.7959183673469388,0.0,14,8.905555555555557,13,36,8.26734693877551,8.26734693877551,0.2653061224489796,49
21779 | MAT1022 | 2025 | PRIMAVERA,21779,MAT1022,CÁLCULO I,2025,PRIMAVERA,49,49,20,0.0,0.0,0,7.981578947368422,11,38,7.072789115646258,6.485714285714286,0.22448979591836735,49
22471 | MAT1022 | 2021 | PRIMAVERA,22471,MAT1022,CÁLCULO I,2021,PRIMAVERA,48,48,17,1.1458333333333333,0.0,27,7.476470588235294,14,34,6.339351851851852,6.252083333333334,0.2916666666666667,48
23152 | MAT1032 | 2021 | PRIMAVERA,23152,MAT1032,ÁLGEBRA LINEAL,2021,PRIMAVERA,47,47,14,1.0638297872340425,0.0,15,8.34,2,45,8.202127659574469,8.119148936170212,0.0425531914893617,47
21815 | MAT1052 | 2024 | PRIMAVERA,21815,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2024,PRIMAVERA,47,47,7,0.14893617021276595,0.0,4,9.393023255813953,4,43,8.593617021276595,8.593617021276595,0.0851063829787234,47
23887 | MAT2022 | 2024 | PRIMAVERA,23887,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2024,PRIMAVERA,47,47,7,0.851063829787234,0.0,6,7.736585365853658,6,41,7.160283687943263,7.129787234042554,0.1276595744680851,47
23897 | MAT2012 | 2024 | PRIMAVERA,23897,MAT2012,CÁLCULO II,2024,PRIMAVERA,47,47,15,4.48936170212766,1.0,29,8.97857142857143,5,42,8.422340425531916,8.02340425531915,0.10638297872340426,47
23835 | MAT1022 | 2021 | PRIMAVERA,23835,MAT1022,CÁLCULO I,2021,PRIMAVERA,46,46,18,0.8478260869565217,0.0,10,8.475,6,40,8.217391304347826,8.08695652173913,0.13043478260869565,46
24013 | MAT2022 | 2020 | OTOÑO,24013,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2020,OTOÑO,45,45,8,2.311111111111111,1.0,22,9.071111111111112,0,45,9.071111111111112,9.071111111111112,0.0,45
21228 | MAT2022 | 2020 | OTOÑO,21228,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2020,OTOÑO,44,44,8,2.5454545454545454,0.0,27,8.644736842105264,6,38,8.371753246753245,8.079545454545455,0.13636363636363635,44
22767 | MAT1052 | 2021 | PRIMAVERA,22767,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2021,PRIMAVERA,44,44,12,0.022727272727272728,0.0,1,9.272093023255813,1,43,9.19090909090909,9.174999999999999,0.022727272727272728,44
20530 | MAT1052 | 2021 | PRIMAVERA,20530,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2021,PRIMAVERA,42,42,9,0.6190476190476191,0.0,10,8.575609756097561,1,41,8.514880952380953,8.52142857142857,0.023809523809523808,42
23149 | MAT1032 | 2022 | PRIMAVERA,23149,MAT1032,ÁLGEBRA LINEAL,2022,PRIMAVERA,42,42,12,1.7619047619047619,0.0,12,7.661764705882353,8,34,6.855442176870748,6.509523809523809,0.19047619047619047,42
21853 | MAT2012 | 2020 | OTOÑO,21853,MAT2012,CÁLCULO II,2020,OTOÑO,41,41,17,2.6341463414634148,1.0,17,9.025641025641026,2,39,8.865853658536585,8.865853658536585,0.04878048780487805,41
22446 | MAT1012 | 2023 | PRIMAVERA,22446,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2023,PRIMAVERA,41,41,19,1.4146341463414633,0.0,15,7.630303030303031,8,33,6.774216027874564,6.8341463414634145,0.1951219512195122,41
23887 | MAT2092 | 2021 | OTOÑO,23887,MAT2092,ESTADÍSTICA PARA CIENCIAS DE LA SALUD,2021,OTOÑO,40,40,1,0.2,0.0,4,8.294871794871796,1,39,8.113125,8.0875,0.025,40
21854 | MAT1012 | 2022 | PRIMAVERA,21854,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2022,PRIMAVERA,40,40,23,1.425,0.0,22,6.544444444444445,13,27,5.760833333333333,5.4399999999999995,0.325,40
22767 | MAT2022 | 2023 | PRIMAVERA,22767,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2023,PRIMAVERA,40,40,8,2.65,0.0,27,8.502702702702702,3,37,8.1815,8.0625,0.075,40
23411 | MAT1012 | 2023 | PRIMAVERA,23411,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2023,PRIMAVERA,40,40,20,2.2,0.0,23,7.791428571428571,5,35,7.259166666666667,7.279999999999999,0.125,40
23978 | MAT1012 | 2023 | PRIMAVERA,23978,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2023,PRIMAVERA,40,40,18,1.825,0.0,10,9.21025641025641,1,39,9.091249999999999,9.127500000000001,0.025,40
21192 | MAT1022 | 2024 | OTOÑO,21192,MAT1022,CÁLCULO I,2024,OTOÑO,40,40,17,1.2,0.0,28,9.486842105263158,2,38,9.486842105263158,9.197500000000002,0.05,40
21815 | MAT2012 | 2020 | PRIMAVERA,21815,MAT2012,CÁLCULO II,2020,PRIMAVERA,39,39,17,2.1538461538461537,0.0,15,9.677777777777777,3,36,9.51025641025641,9.217948717948717,0.07692307692307693,39
22521 | MAT1012 | 2023 | PRIMAVERA,22521,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2023,PRIMAVERA,39,39,19,2.1025641025641026,0.0,29,8.03125,7,32,7.34,6.892307692307693,0.1794871794871795,39
23148 | MAT2012 | 2020 | OTOÑO,23148,MAT2012,CÁLCULO II,2020,OTOÑO,38,38,13,4.315789473684211,1.0,33,9.723684210526315,0,38,9.723684210526315,9.723684210526315,0.0,38
23885 | MAT2012 | 2021 | PRIMAVERA,23885,MAT2012,CÁLCULO II,2021,PRIMAVERA,38,38,16,2.026315789473684,0.0,26,8.567567567567568,1,37,8.371052631578948,8.371052631578948,0.02631578947368421,38
23874 | MAT2012 | 2023 | PRIMAVERA,23874,MAT2012,CÁLCULO II,2023,PRIMAVERA,38,38,12,3.4210526315789473,0.5,22,7.093103448275862,9,29,6.3971291866028706,6.342105263157895,0.23684210526315788,38
23452 | MAT2012 | 2019 | OTOÑO,23452,MAT2012,CÁLCULO II,2019,OTOÑO,37,37,16,2.5945945945945947,1.0,34,9.245454545454546,4,33,9.056756756756757,8.645945945945945,0.10810810810810811,37
16164 | MAT1052 | 2022 | PRIMAVERA,16164,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2022,PRIMAVERA,37,37,7,0.32432432432432434,0.0,2,8.287878787878787,4,33,7.536036036036036,7.5,0.10810810810810811,37
24097 | MAT1032 | 2022 | PRIMAVERA,24097,MAT1032,ÁLGEBRA LINEAL,2022,PRIMAVERA,37,37,14,2.135135135135135,0.0,32,9.045714285714286,2,35,8.68108108108108,8.68108108108108,0.05405405405405406,37
20792 | MAT1012 | 2019 | OTOÑO,20792,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,OTOÑO,36,36,6,5.222222222222222,3.0,42,8.662962962962963,9,27,8.307222222222222,8.211111111111112,0.25,36
23096 | MAT1012 | 2019 | OTOÑO,23096,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,OTOÑO,36,36,6,3.2222222222222223,1.0,42,6.858333333333333,12,24,5.368055555555555,5.35,0.3333333333333333,36
23442 | MAT1012 | 2019 | OTOÑO,23442,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2019,OTOÑO,36,36,7,3.0,1.0,19,8.865714285714287,1,35,8.759027777777778,8.81388888888889,0.027777777777777776,36
23133 | MAT2012 | 2020 | PRIMAVERA,23133,MAT2012,CÁLCULO II,2020,PRIMAVERA,36,36,14,1.5555555555555556,0.0,15,9.208333333333334,0,36,9.208333333333334,9.208333333333334,0.0,36
21854 | MAT1032 | 2021 | PRIMAVERA,21854,MAT1032,ÁLGEBRA LINEAL,2021,PRIMAVERA,36,36,10,4.333333333333333,0.0,114,8.188235294117646,2,34,8.076666666666666,8.055555555555555,0.05555555555555555,36
22109 | MAT2092 | 2021 | OTOÑO,22109,MAT2092,ESTADÍSTICA PARA CIENCIAS DE LA SALUD,2021,OTOÑO,36,36,1,0.027777777777777776,0.0,1,7.903333333333333,6,30,7.400396825396825,7.324999999999999,0.16666666666666666,36
23452 | MAT1012 | 2021 | PRIMAVERA,23452,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,PRIMAVERA,36,36,12,0.6388888888888888,0.0,8,9.108571428571429,1,35,8.911111111111111,8.911111111111111,0.027777777777777776,36
23162 | MAT2012 | 2022 | PRIMAVERA,23162,MAT2012,CÁLCULO II,2022,PRIMAVERA,36,36,14,2.611111111111111,0.5,32,9.360000000000001,1,35,9.360000000000001,9.202777777777778,0.027777777777777776,36
21779 | MAT1022 | 2023 | PRIMAVERA,21779,MAT1022,CÁLCULO I,2023,PRIMAVERA,37,36,19,3.054054054054054,0.0,30,7.853125,5,32,7.438851351351351,7.656756756756757,0.13513513513513514,36
21815 | MAT1052 | 2023 | PRIMAVERA,21815,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2023,PRIMAVERA,36,36,9,0.08333333333333333,0.0,3,9.377142857142857,1,35,9.220833333333333,9.116666666666667,0.027777777777777776,36
21853 | MAT1032 | 2024 | PRIMAVERA,21853,MAT1032,ÁLGEBRA LINEAL,2024,PRIMAVERA,36,36,12,2.5,1.0,18,9.384848484848485,3,33,9.227777777777778,8.911111111111111,0.08333333333333333,36
21854 | MAT1012 | 2024 | PRIMAVERA,21854,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2024,PRIMAVERA,36,36,14,0.4722222222222222,0.0,7,8.24516129032258,5,31,8.027777777777779,8.005555555555555,0.1388888888888889,36
23148 | MAT1032 | 2024 | PRIMAVERA,23148,MAT1032,ÁLGEBRA LINEAL,2024,PRIMAVERA,36,36,13,2.9722222222222223,1.0,28,8.958620689655174,7,29,8.354166666666666,8.033333333333333,0.19444444444444445,36
23153 | MAT1012 | 2024 | PRIMAVERA,23153,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2024,PRIMAVERA,36,36,19,0.6388888888888888,0.0,8,7.573529411764706,2,34,7.396666666666667,7.352777777777778,0.05555555555555555,36
23162 | MAT2012 | 2024 | PRIMAVERA,23162,MAT2012,CÁLCULO II,2024,PRIMAVERA,36,36,16,7.277777777777778,2.0,116,9.175,0,36,9.175,9.175,0.0,36
21262 | MAT1012 | 2025 | PRIMAVERA,21262,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2025,PRIMAVERA,36,36,17,0.0,0.0,0,6.859999999999999,16,20,5.2407407407407405,4.3805555555555555,0.4444444444444444,36
20792 | MAT1022 | 2019 | OTOÑO,20792,MAT1022,CÁLCULO I,2019,OTOÑO,35,35,16,2.4857142857142858,1.0,14,7.486206896551724,6,29,7.339999999999999,7.1971428571428575,0.17142857142857143,35
22471 | MAT1022 | 2019 | OTOÑO,22471,MAT1022,CÁLCULO I,2019,OTOÑO,35,35,17,5.428571428571429,1.0,35,6.777272727272727,13,22,6.065142857142857,5.76,0.37142857142857144,35
22473 | MAT2012 | 2019 | OTOÑO,22473,MAT2012,CÁLCULO II,2019,OTOÑO,35,35,15,2.4285714285714284,0.0,17,9.293939393939393,2,33,9.188571428571429,9.185714285714285,0.05714285714285714,35
22521 | MAT1022 | 2019 | OTOÑO,22521,MAT1022,CÁLCULO I,2019,OTOÑO,35,35,19,4.2,1.0,26,8.31304347826087,12,23,7.9399999999999995,7.6571428571428575,0.34285714285714286,35
23148 | MAT1022 | 2020 | PRIMAVERA,23148,MAT1022,CÁLCULO I,2020,PRIMAVERA,35,35,15,1.1714285714285715,0.0,8,9.391428571428571,0,35,9.391428571428571,9.391428571428571,0.0,35
23799 | MAT2012 | 2020 | OTOÑO,23799,MAT2012,CÁLCULO II,2020,OTOÑO,35,35,13,1.9428571428571428,0.0,19,9.229411764705883,1,34,9.229411764705883,9.071428571428571,0.02857142857142857,35
16164 | MAT1052 | 2021 | PRIMAVERA,16164,MAT1052,ESTADÍSTICA PARA CIENCIAS SOCIALES,2021,PRIMAVERA,35,35,8,0.0,0.0,0,9.237142857142857,0,35,9.237142857142857,9.237142857142857,0.0,35
21262 | MAT2012 | 2021 | OTOÑO,21262,MAT2012,CÁLCULO II,2021,OTOÑO,35,35,14,3.2857142857142856,0.0,26,9.534285714285714,0,35,9.534285714285714,9.534285714285714,0.0,35
21779 | MAT1012 | 2021 | PRIMAVERA,21779,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,PRIMAVERA,35,35,15,0.45714285714285713,0.0,11,8.808823529411764,1,34,8.624285714285715,8.69142857142857,0.02857142857142857,35
21854 | MAT1012 | 2021 | OTOÑO,21854,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2021,OTOÑO,35,35,11,1.1142857142857143,0.0,23,7.8428571428571425,7,28,7.519285714285715,7.468571428571428,0.2,35
22114 | MAT1022 | 2021 | OTOÑO,22114,MAT1022,CÁLCULO I,2021,OTOÑO,35,35,21,1.8285714285714285,1.0,12,9.020588235294117,1,34,8.905714285714286,8.84,0.02857142857142857,35
23149 | MAT1022 | 2021 | PRIMAVERA,23149,MAT1022,CÁLCULO I,2021,PRIMAVERA,35,35,20,2.085714285714286,0.0,14,8.713636363636365,13,22,7.792380952380952,7.594285714285714,0.37142857142857144,35
23425 | MAT1022 | 2021 | OTOÑO,23425,MAT1022,CÁLCULO I,2021,OTOÑO,35,35,15,0.6571428571428571,0.0,5,9.294117647058824,1,34,9.237142857142857,9.237142857142857,0.02857142857142857,35
23837 | MAT1022 | 2021 | OTOÑO,23837,MAT1022,CÁLCULO I,2021,OTOÑO,35,35,17,0.9714285714285714,0.0,10,8.02258064516129,4,31,7.887428571428572,7.822857142857143,0.11428571428571428,35
24085 | MAT2012 | 2021 | OTOÑO,24085,MAT2012,CÁLCULO II,2021,OTOÑO,35,35,12,1.542857142857143,0.0,13,9.670588235294119,1,34,9.670588235294119,9.5,0.02857142857142857,35
23885 | MAT1032 | 2022 | PRIMAVERA,23885,MAT1032,ÁLGEBRA LINEAL,2022,PRIMAVERA,35,35,13,1.7428571428571429,0.0,19,8.73030303030303,2,33,8.34,8.34,0.05714285714285714,35
23978 | MAT1022 | 2022 | PRIMAVERA,23978,MAT1022,CÁLCULO I,2022,PRIMAVERA,35,35,14,1.3142857142857143,0.0,6,9.103125,3,32,8.322857142857144,8.322857142857144,0.08571428571428572,35
24085 | MAT1012 | 2022 | PRIMAVERA,24085,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2022,PRIMAVERA,35,35,13,0.6,0.0,7,9.44516129032258,4,31,9.142857142857142,9.142857142857142,0.11428571428571428,35
21853 | MAT1012 | 2023 | OTOÑO,21853,MAT1012,MATEMÁTICAS UNIVERSITARIAS,2023,OTOÑO,35,35,16,1.0285714285714285,0.0,6,9.121875,3,32,8.34,8.34,0.08571428571428572,35
16164 | MAT2022 | 2024 | PRIMAVERA,16164,MAT2022,ESTADÍSTICA PARA NEGOCIOS I,2024,PRIMAVERA,35,35,6,2.0,0.0,11,8.805882352941175,1,34,8.712380952380952,8.734285714285713,0.02857142857142857,35
21262 | MAT1022 | 2024 | PRIMAVERA,21262,MAT1022,CÁLCULO I,2024,PRIMAVERA,35,35,15,1.9428571428571428,0.0,11,7.8,8,27,6.913142857142858,6.708571428571429,0.22857142857142856,35
23162 | MAT2012 | 2024 | OTOÑO,23162,MAT2012,CÁLCULO II,2024,OTOÑO,35,35,12,2.3714285714285714,1.0,12,9.625714285714285,0,35,9.625714285714285,9.625714285714285,0.0,35
23411 | MAT1022 | 2024 | PRIMAVERA,23411,MAT1022,CÁLCULO I,2024,PRIMAVERA,35,35,18,1.2285714285714286,0.0,15,9.033333333333333,8,27,8.568571428571428,8.51142857142857,0.22857142857142856,35
23452 | MAT1022 | 2024 | OTOÑO,23452,MAT1022,CÁLCULO I,2024,OTOÑO,35,35,18,1.2571428571428571,0.0,7,8.545454545454545,2,33,8.168571428571427,8.168571428571427,0.05714285714285714,35
23452 | MAT1022 | 2024 | PRIMAVERA,23452,MAT1022,CÁLCULO I,2024,PRIMAVERA,35,35,16,2.2285714285714286,1.0,14,9.214285714285714,0,35,9.214285714285714,9.214285714285714,0.0,35
23452 | MAT1032 | 2024 | PRIMAVERA,23452,MAT1032,ÁLGEBRA LINEAL,2024,PRIMAVERA,35,35,12,4.257142857142857,1.0,34,9.244117647058824,1,34,9.164285714285715,9.134285714285713,0.02857142857142857,35
23852 | MAT2012 | 2024 | PRIMAVERA,23852,MAT2012,CÁLCULO II,2024,PRIMAVERA,35,35,12,2.142857142857143,1.0,11,8.193939393939393,2,33,7.992857142857143,7.854285714285713,0.05714285714285714,35
