id,carrera1,carrera2,carrera3
164541,LAR,,
164542,LBI,,
164544,LEC,,
164545,LNI,,
164548,LPA,,
164550,LPT,LRI,
164551,LAR,,
164563,LRP,,
164564,LIM,,
164566,LHR,,
164571,LAR,,
164573,LIN,LQI,
164574,LFB,,
164576,LEF,,
164577,LPM,,
164578,LMT,,
164579,LFA,,
164581,LMT,LRT,
164583,LEF,,
164586,LAD,,
164588,LNM,LFB,
164589,LBI,,
164592,LBM,,
164593,LPT,LRI,
164594,LHR,,
164595,LPA,,
164596,LFP,,
164598,LIN,,
164601,LEC,,
164604,LMK,,
164606,LAR,,
164607,LAD,,
164610,LHR,,
164611,LAT,,
164613,LAD,,
164615,LAR,,
164617,LQI,,
164622,LBN,,
164623,LIM,,
164624,LAD,,
164625,LMT,,
164626,LBM,,
164628,LPO,LPA,
164630,LQI,,
164631,LAD,,
164633,LBM,,
164635,LPM,,
164639,LBN,,
164643,LAR,,
164645,LMT,,
164646,LAT,,
164649,LPM,,
164652,LPA,,
164657,LAT,,
164658,LII,,
164664,LAD,,
164665,LNI,,
164668,LPM,,
164674,LEF,,
164675,LII,,
164676,LBI,,
164678,LAR,,
164681,LAR,,
164682,LEF,,
164683,LBI,LBC,
164684,LEA,,
164686,LPO,,
164687,LNI,,
164691,LFA,,
164693,BRI,,
164695,LBI,,
164698,LEC,,
164699,LIC,,
164707,LII,,
164709,LIM,,
164711,LEF,,
164713,LFP,,
164714,LEF,,
164715,LEF,,
164719,LAT,,
164720,LEC,,
164721,LIC,,
164723,LEF,,
164724,LEF,,
164726,LAD,,
164727,LEF,,
164728,LEF,,
164729,LEF,,
164732,LMK,,
164733,LEF,,
164735,LMT,,
164736,LEF,,
164738,LEF,,
164741,LEF,,
164743,LEF,,
164744,LRI,LPT,
164788,LNI,,
164789,LEC,,
164790,LEF,,
164791,LEF,,
164792,LEF,,
164799,LIC,,
164800,LMT,,
164802,LNM,,
164803,LAD,,
164804,LMT,,
164805,LFA,,
164807,LMT,,
164816,LMK,,
164817,LIC,,
164818,LAD,,
164819,LIM,,
164822,LMT,,
164823,LFA,,
164825,LFA,,
164827,LMK,,
164828,LRI,,
164832,LBC,,
164833,LBM,,
164835,LFA,,
164836,LAD,,
164838,LMT,,
164839,LPO,,
164841,LAD,,
164842,LAT,,
164845,LIS,,
164846,LAT,,
164848,LAR,,
164850,LBI,,
164853,LFA,,
164854,LAD,,
164855,LIC,,
164858,LII,,
164859,LAD,,
164860,LPM,,
164861,LBC,,
164864,LMT,,
164865,LPT,,
164867,LAD,,
164869,LFA,,
164871,LAD,,
164872,LFA,,
164873,LIM,,
164880,LBN,,
164883,LMT,,
164884,LAT,,
164886,LII,,
164889,LNA,,
164890,LAT,,
164891,LAD,,
164893,LQI,,
164894,LIC,,
164896,LMK,,
164904,LPM,,
164905,LAD,,
164908,LIM,,
164910,LMT,,
164911,LII,,
164916,LMT,,
164917,LIN,LQI,
164918,LHR,,
164920,LPM,,
164921,LRI,LPT,
164922,LAD,,
164924,LIN,,
164931,LCU,,
164933,LDE,,
164977,LPM,,
164978,LEF,,
164980,LIC,,
164988,LNM,,
164989,LRP,,
164992,LPM,,
164995,LNI,,
164997,LAR,,
165000,LNI,,
165016,LEC,,
165021,LFP,,
165022,LNA,,
165024,LNI,,
165025,LNI,,
165028,LIC,,
165031,LAR,,
165033,LNI,,
165035,LAT,LDS,
165043,LHR,,
165045,LPM,,
165047,LAD,,
165048,LRM,,
165053,LAT,,
165054,LMK,,
165055,LPT,,
165058,LPA,LPO,
165060,LMK,,
165061,LAT,,
165065,LAR,,
165066,LAT,LIS,
165067,LMK,,
165072,LPA,,
165073,LBC,,
165085,LMK,,
165089,LNM,LFB,
165094,LAD,,
165096,LRT,LMT,
165097,LIC,,
165105,LCN,,
165106,LPA,,
165108,LPA,,
165109,LIV,,
165110,LEC,,
165114,LEC,,
165115,LBI,,
165116,LAD,,
165117,LPM,,
165120,LMT,,
165124,LNA,,
165130,LPA,,
165232,LFB,LBC,
165237,LAR,,
165238,LCN,,
165241,LMT,LIS,
165243,LMT,,
165244,LNM,,
165245,LFP,,
165247,LAT,,
165248,LHR,,
165249,LII,,
165252,LII,,
165254,LDS,,
165255,LPA,,
165258,LMK,,
165259,LII,,
165261,LAI,,
165262,LBC,,
165266,LBC,,
165268,LAD,,
165272,LAR,,
165274,LMT,,
165275,LAR,,
165276,LPT,LRI,
165277,LAD,,
165280,LMK,,
165283,LPT,LRI,
165286,LAR,,
165289,LMK,,
165294,LBC,,
165295,LPM,,
165297,LAT,,
165301,LEA,,
165303,LNA,,
165308,LBI,,
165309,LBN,,
165313,LEF,,
165316,LBM,,
165318,LPM,LRP,
165320,LAD,,
165322,LNI,,
165325,LNM,,
165326,LAD,,
165331,LAT,,
165335,LCN,,
165336,LAR,,
165337,LNA,,
165338,LBN,,
165340,LNM,LFB,
165341,LPM,,
165344,LAT,,
165348,LCD,,
165349,LAD,,
165350,LAT,,
165351,LII,,
165352,LPM,,
165354,LNI,,
165355,LAD,,
165356,LPT,LRI,
165361,LAD,,
165364,LPA,,
165366,LAR,,
165369,LAD,,
165371,LBN,,
165372,LRP,,
165375,LEF,,
165376,LCN,,
165377,LIM,,
165378,LIM,,
165386,LBN,,
165388,LFP,,
165390,LBC,,
165391,LNM,,
165392,LEF,,
165393,LMK,,
165395,LEF,,
165396,LNM,,
165402,LRI,,
165408,LNI,,
165411,LEF,,
165414,LNM,LFB,
165420,LIC,,
165421,LAR,,
165422,LPA,,
165423,LPD,,
165426,LFP,,
165427,LMK,,
165431,LIY,,
165432,LPM,,
165437,LRI,,
165438,LII,,
165440,LPA,LPO,
165442,LIC,,
165450,LNI,,
165451,LPA,,
165453,LMT,,
165454,LNM,,
165457,LAT,,
165458,LRI,,
165459,LIS,,
165462,LAR,,
165463,LBI,,
165464,LRI,,
165466,BHR,,
165468,LAT,,
165469,LAR,,
165472,LAD,,
165474,LRI,,
165475,LRI,,
165477,LRI,LPT,
165479,LAD,LMK,
165480,LAI,,
165483,LAR,,
165486,LBN,,
165487,LNM,,
165488,LNM,,
165489,LPA,,
165490,LFP,,
165492,LEF,,
165493,LEF,,
165499,LCS,,
165500,LIN,LIY,
165502,LEF,,
165503,LRI,,
165505,LCN,,
165509,LMK,,
165515,LII,,
165516,LMK,,
165517,LNI,,
165520,LBM,,
165526,LBM,,
165528,LQI,,
165530,LAT,,
165535,LPM,,
165537,LIY,,
165545,LNM,,
165547,LRI,,
165548,LPM,,
165553,LRI,,
165555,LAT,,
165566,LNI,,
165568,LNM,,
165570,LQI,LIN,
165574,LAD,,
165577,LIM,,
165579,LAT,,
165585,LRI,,
165589,LFP,,
165596,LAD,,
165597,LAT,,
165599,LAT,,
165605,LAT,LDS,
165609,LEC,,
165612,LND,,
165617,LII,,
165618,LIC,,
165619,LNM,,
165631,LFA,,
165634,LMK,,
165639,LQI,,
165650,LAT,,
165654,LII,,
165656,LAD,,
165659,LAR,,
165661,LAR,,
165667,LFP,,
165668,LPD,,
165670,LMT,,
165672,LFP,,
165676,LMK,,
165679,LAD,,
165680,LAD,,
165681,LPA,,
165682,LMK,,
165683,LEF,,
165684,LMT,,
165685,LPA,,
165686,LAR,,
165687,LCS,,
165693,LAT,,
165694,LIC,,
165695,LBN,,
165696,LII,,
165699,LFP,,
165700,LNM,,
165703,LMK,,
165706,LMT,,
165707,LRI,,
165708,LAD,,
165709,LPT,LRI,
165710,LFB,,
165712,LEC,,
165719,BNI,,
165723,LEF,,
165724,LBM,,
165725,LMT,,
165726,LBN,,
165729,LBN,,
165738,LBN,,
165742,LAD,,
165743,LNM,,
165744,LAT,,
165749,LAT,,
165769,LHR,,
165770,LRP,,
165771,LAD,,
165772,LBN,,
165776,LEC,,
165778,LAD,,
165779,LCN,,
165782,LNI,,
165784,LAT,,
165785,LFA,,
165786,LAD,,
165787,LAD,,
165789,LAR,,
165795,LIC,,
165796,LPM,,
165800,LBM,,
165804,LBM,,
165817,LAD,,
165819,LPT,,
165826,LAD,,
165830,LRI,,
165839,LMK,,
165841,LMK,,
165842,LAD,,
165845,LNI,,
165846,LCN,,
165849,LMK,,
165851,LBC,LFB,
165852,LFA,,
165853,LMK,,
165854,LIC,,
165855,LNI,,
165856,LAD,,
165857,LFP,,
165858,LEC,LBN,
165859,LAD,,
165864,LRM,,
165866,LMT,,
165869,LEC,,
165872,LMK,,
165876,LBC,,
165878,LQI,,
165879,LPA,,
165880,LQI,LNM,
165883,LRI,,
165886,LBI,,
165893,LII,,
165894,LAT,,
165898,LPM,,
165899,LAR,,
165900,LCN,,
165901,LIS,,
165902,LRP,,
165903,LRI,,
165904,LHR,,
165906,LAD,,
165908,LIS,,
165909,LQI,,
165911,LNI,,
165912,LAD,,
165913,LCU,,
165916,LAT,,
165917,LRI,,
165918,LNM,,
165919,LPT,,
165922,LIM,,
165927,LNI,,
165928,LNI,,
165930,LHR,,
165931,LII,,
165934,LPD,,
165935,LII,,
165936,LAR,,
165937,LEC,,
165939,LNI,,
165942,LIM,,
165943,LMK,,
165944,LQI,,
165945,LRP,,
165946,LAR,,
165947,LIM,,
165950,LAD,,
165951,LNA,,
165952,LRM,,
165954,LNI,,
165962,LAT,,
165967,LAT,,
165970,LNM,LFB,
165972,LIS,,
165973,LII,,
165974,LDS,,
165976,LHR,,
165978,LII,,
165981,LFB,LBC,
165982,LAD,,
165984,LNI,,
165986,LRP,,
165990,LBN,,
165992,LIC,,
165993,LAD,,
165994,LMK,,
165995,LFP,,
165998,LAD,,
165999,LAT,,
166000,LEC,,
166001,LHR,,
166003,LAD,,
166004,LNI,,
166005,LNI,,
166006,LRM,,
166008,LBI,,
166009,LIM,,
166010,LAD,,
166011,LIM,,
166012,LMK,,
166013,LIM,,
166014,LIM,,
166015,LII,,
166016,LAT,,
166020,LBN,,
166021,LAR,,
166022,LAD,,
166026,LFA,,
166031,LPA,LPO,
166033,LQI,,
166036,LEF,,
166038,LPT,LRI,
166039,LEC,,
166041,LNI,,
166042,LBN,,
166045,LIS,,
166048,LIM,,
166052,LBN,,
166053,LII,,
166054,LBM,,
166055,LMT,,
166057,LEC,,
166058,LAT,,
166059,LII,,
166060,LAT,,
166062,LHC,,
166066,LEF,,
166068,LAD,,
166071,LAT,,
166072,LII,,
166073,LIM,,
166076,LHR,,
166077,LAD,,
166078,LEF,,
166079,LEF,,
166089,LMK,,
166090,LPD,,
166092,LAR,,
166094,LEF,,
166095,LBN,,
166096,LHR,,
166097,LNM,,
166098,LIM,,
166099,LBM,,
166103,LEF,,
166104,LEF,,
166105,LCU,,
166107,LEF,,
166108,LAD,,
166110,LFB,LBC,
166116,LAR,,
166117,LRM,,
166119,LAR,,
166120,LEF,,
166122,LNI,,
166126,LFP,,
166127,LNI,,
166129,LIS,,
166132,LAD,,
166133,LEF,,
166135,LEF,,
166136,LIN,LQI,
166139,LNM,,
166144,LAR,,
166147,LNI,,
166148,LAT,,
166149,LIS,,
166150,LBN,,
166151,LIN,LQI,
166155,LRI,,
166156,LNI,,
166158,LAR,,
166159,LNI,,
166161,LII,,
166163,LPM,,
166164,LAT,,
166165,LBM,,
166166,LIY,,
166167,LAD,,
166169,LEF,,
166170,LNI,,
166171,LEC,,
166172,LAR,,
166175,LEF,,
166176,LEF,,
166177,LEF,,
166178,LMT,,
166181,LMT,LNM,
166182,LEC,,
166185,LEF,,
166186,LAD,,
166187,LNI,,
166188,LQI,,
166190,LRI,LRM,
166191,LAT,,
166194,LQI,,
166201,LEC,,
166203,LNM,,
166208,LFA,,
166210,LIC,,
166217,LQI,,
166220,LAT,,
166221,LEC,,
166227,LPM,,
166229,LMT,,
166230,LPA,,
166232,LII,,
166233,LNI,,
166234,LRM,,
166235,LEF,,
166236,LNI,,
166237,LAT,,
166239,LFP,,
166241,LIY,,
166243,LNI,,
166245,LNM,,
166246,LIV,,
166247,LPM,,
166256,LFB,,
166259,LBM,,
166266,LMK,,
166269,LNM,,
166272,LIM,,
166279,LAT,,
166280,LNI,,
166282,LPA,,
166283,LAR,,
166284,LNI,,
166285,LNM,,
166286,LAD,,
166287,LMK,,
166288,LII,,
166289,LIN,,
166290,LBN,,
166294,LEF,,
166295,LEF,,
166296,LIV,,
166297,BNI,,
166298,LII,,
166299,LAR,,
166300,LBI,,
166301,LBI,,
166302,LIC,,
166303,LMK,,
166304,LII,,
166306,LRI,,
166307,LBC,,
166313,LPM,,
166314,LAD,,
166315,LNI,,
166316,LIM,,
166318,LPO,,
166320,LAT,,
166321,LAD,,
166322,LCU,,
166323,LAD,,
166324,LMT,,
166325,LPM,,
166326,LPD,,
166327,LAR,,
166328,LRM,,
166329,LIC,,
166330,LPT,,
166331,LAT,,
166332,LAD,,
166333,LIM,,
166335,LEA,LRM,
166336,LNI,,
166338,LNM,,
166341,LBI,,
166342,LFA,,
166344,LAR,,
166346,LIC,,
166347,LNI,,
166349,LPA,,
166352,LRT,,
166353,LAD,,
166354,LFP,,
166356,LII,,
166359,LNM,LFB,
166360,LBN,,
166361,LPA,,
166363,LFP,,
166364,LMK,,
166365,LII,,
166367,LMT,,
166368,LFP,,
166369,LBI,,
166371,LII,,
166372,LPA,,
166374,LRP,,
166375,LIC,,
166376,LAD,,
166377,LAR,,
166380,LAR,,
166381,LPM,,
166384,LPA,,
166386,LCN,,
166387,LIS,,
166388,LNI,,
166389,LNA,,
166390,LPA,,
166392,LBM,,
166393,LAR,,
166394,LBN,,
166396,LEC,,
166400,LMT,,
166401,LEC,,
166402,LAR,,
166404,LII,,
166405,LCN,,
166406,LAR,,
166409,LMK,,
166411,LIY,,
166416,LIC,,
166417,LAR,,
166418,LFA,,
166419,LII,,
166420,LNM,,
166421,LND,,
166423,LAD,,
166424,LNI,,
166425,LPM,,
166428,LAR,,
166431,LNA,,
166432,LAT,,
166433,LHR,,
166435,LIS,,
166436,LBN,,
166437,LBN,,
166438,LBM,,
166442,LHR,,
166443,LBC,,
166445,LQI,,
166448,LII,,
166449,LII,,
166451,LQI,LIN,
166452,LIM,,
166454,LAR,,
166456,LRI,,
166457,LAT,,
166458,LMK,,
166463,LPM,,
166465,LFP,,
166468,LIS,,
166469,LNA,,
166471,LAT,,
166472,LAR,,
166477,LBM,,
166478,LNM,,
166484,LBM,,
166485,LAR,,
166491,LAD,,
166495,LFB,LBC,
166496,LBI,,
166502,LIS,,
166505,LBM,,
166508,LAR,,
166509,LII,,
166516,LEF,,
166518,LEF,,
166520,LIS,,
166521,LNI,,
166522,LFA,,
166524,LII,,
166525,LMT,,
166526,LAT,,
166532,LMT,,
166537,LII,,
166539,LII,,
166540,LBM,,
166542,LRP,,
166543,LII,,
166545,LEC,,
166546,LAR,,
166547,LIC,LII,
166548,LII,,
166557,LAR,,
166558,LEC,,
166559,LRI,,
166560,LPM,,
166565,LBI,,
166567,LBN,,
166571,LFP,,
166572,LMK,,
166574,LNM,,
166578,LCS,,
166580,LIS,,
166582,LBI,,
166583,LNI,,
166584,LAR,,
166585,LAT,,
166586,LBM,,
166587,LMK,,
166588,LNA,,
166589,LFA,,
166590,LBN,,
166696,LCN,,
166700,LAD,,
166702,LND,,
166709,LII,,
166710,LIS,,
166713,LBC,,
166714,LRI,,
166715,LII,,
166716,LEC,,
166717,LND,,
166726,LNI,,
166728,LMK,,
166729,LPM,,
166732,LRI,,
166735,LRI,,
166736,LCN,,
166737,LBM,,
166738,LRP,,
166741,LIM,,
166743,LFA,,
166746,LHR,,
166748,LPM,,
166751,LBM,,
166752,LFP,,
166753,LNM,,
166754,LNM,,
166755,LFB,,
166757,LAT,,
166758,LMT,,
166759,LNM,,
166761,LFB,,
166765,LNI,,
166767,LIN,LQI,
166769,LII,,
166770,LTE,,
166771,LBN,,
166772,LRI,,
166774,LAT,,
166776,LMK,,
166777,LBC,LFB,
166778,LAT,,
166787,LBC,,
166788,LPM,,
166789,LCN,,
166790,LNI,,
166793,LAT,,
166797,LCU,,
166799,LBN,,
166801,LFP,,
166808,LBC,,
166809,LIC,,
166815,LRM,,
166816,LAT,LDS,
166819,LII,,
166820,LNI,,
166821,LNI,,
166822,LFA,,
166823,LNI,,
166825,LBI,,
166829,LAR,,
166830,LNI,,
166831,LDS,LAT,
166834,LCS,,
166839,LNI,,
166840,LAD,,
166841,LRI,,
166842,LAD,,
166843,LEF,,
166844,LEF,,
166845,LEF,,
166846,LQI,,
166848,LAD,,
166849,LAR,,
166850,LMT,,
166851,LIM,LMT,
166852,LIN,,
166854,LMK,,
166855,LIS,,
166856,LII,,
166857,LAT,,
166858,LEF,,
166859,LPT,,
166861,LCN,,
166862,LEC,,
166863,LIC,,
166864,LAD,,
166865,LMT,,
166866,LRI,,
166867,LRP,,
166870,LAT,,
166871,LBM,,
166875,LND,,
166876,LBM,LMT,
166878,LNI,,
166881,LAR,,
166885,LNI,,
166888,LQI,,
166890,LNI,,
166891,LMT,,
166892,LMK,,
166893,LMK,,
166894,LAT,,
166895,LEF,,
166896,LIS,,
166898,LII,,
166901,LPA,,
166905,LPM,,
166908,LBC,LFB,
166912,LDS,LAT,
166915,LII,,
166916,LCS,,
166917,LPM,,
166918,LIS,,
166921,LIN,LQI,
166924,LPA,,
166925,LQI,,
166930,LAI,,
166931,LNI,,
166935,LAD,,
166941,LIS,,
166945,LAT,,
166949,LMT,LBI,
166950,LAD,,
166951,LII,,
166952,LIC,,
166953,LAR,,
166954,LII,,
166957,LEC,,
166958,LFP,,
166960,LFB,,
166963,LBN,,
166964,LNA,,
166965,LCN,,
166967,LFP,,
166974,LPD,,
166975,LMK,,
166976,LRP,,
166977,LFB,,
166978,LNM,,
166979,LAR,,
166982,LQI,,
166985,LRP,,
166986,LQI,,
166987,LEF,,
166989,LIS,,
166991,LIC,,
166993,LMT,,
166994,LFP,,
166996,LFP,,
166997,LRP,,
166998,LBN,,
167000,LPA,,
167001,LII,,
167007,LRT,,
167008,LMK,,
167010,LAT,,
167011,LEF,,
167013,LAD,,
167014,LEC,,
167015,LII,,
167019,LNI,,
167022,LPM,,
167024,LBN,,
167025,LCN,,
167027,LAD,,
167029,LIN,,
167030,LBI,,
167032,LNM,LBC,
167033,LPA,,
167036,LBC,,
167040,LMK,,
167042,LMK,,
167043,LAT,,
167048,LFB,LBC,
167051,LFP,,
167052,LBM,,
167054,LII,,
167055,LAR,,
167059,LAR,,
167061,LAD,,
167063,LFP,,
167067,LAR,LIC,
167069,LAD,,
167071,LNM,,
167072,LMK,,
167073,LBN,,
167074,LEF,,
167075,LEF,,
167076,LMK,,
167077,LEF,,
167080,LAR,,
167081,LAD,,
167083,LMT,,
167084,LNI,,
167086,LEA,,
167091,LEF,,
167092,LEF,,
167094,LEF,,
167095,LFP,,
167096,LMK,,
167097,LFP,,
167100,LBM,,
167102,LMK,,
167103,LEC,LBN,
167104,LBC,,
167105,LII,,
167107,LNI,,
167108,LNI,,
167109,LNI,,
167112,LBC,,
167113,LRI,,
167115,LNM,,
167117,LMT,,
167118,LEF,,
167119,LQI,,
167121,LIN,,
167122,LNI,,
167123,LII,,
167124,LHR,,
167125,LBM,,
167127,LNM,,
167128,LBM,,
167131,LPA,,
167132,LEC,,
167134,LNM,,
167135,LNI,,
167138,LBM,,
167140,LAD,,
167141,LAR,,
167143,LEF,,
167147,LEF,,
167148,LFP,,
167150,LPM,,
167151,LRM,,
167152,LEF,,
167153,LFP,,
167155,LFP,,
167157,LPM,,
167158,LBC,,
167159,LIC,,
167161,LPT,,
167167,LPM,,
167169,LMT,,
167170,LIS,,
167171,LHR,,
167175,LAR,,
167181,LRT,,
167184,LPM,,
167185,LRI,,
167186,LBC,,
167187,LMT,LIS,
167188,BMK,,
167190,LMT,,
167191,LIC,,
167192,LII,,
167193,LBN,,
167195,LPT,,
167196,LFP,,
167200,LNM,,
167202,LMK,,
167203,LQI,,
167204,LNI,,
167205,LPA,LRI,
167209,LAR,,
167210,LIS,LRT,
167211,LAT,,
167212,LBM,,
167214,LAD,,
167216,LRI,,
167218,LPM,,
167219,LCN,,
167223,LAT,,
167225,LAD,,
167226,LBN,,
167231,LQI,,
167232,LCN,,
167233,LDE,,
167234,LNI,,
167235,LPM,,
167237,LPM,,
167238,LAR,,
167239,LFP,LNI,
167243,LBM,,
167246,LAR,,
167247,LNI,,
167248,LBM,,
167250,LMK,,
167251,LNI,,
167252,LAR,,
167254,LNI,,
167256,LNI,,
167257,LNM,,
167260,LPA,,
167263,LMT,,
167270,LEC,,
167272,LII,,
167273,LNI,,
167275,LPA,,
167276,LAD,,
167281,LBM,LNM,
167282,LIS,,
167289,LNI,,
167290,LBM,,
167291,LBI,,
167292,LEF,,
167293,LRI,,
167295,LNI,,
167296,LBM,,
167299,LIS,,
167308,LFB,LBC,
167311,LBI,,
167313,LRM,,
167314,LNI,,
167315,LAT,,
167316,LNM,,
167317,LNA,,
167318,LMK,,
167319,LAT,LDS,
167320,LBC,LFB,
167322,LEC,,
167323,LFB,,
167324,LCN,,
167325,LDS,,
167333,LIV,,
167335,LNI,,
167337,LEF,,
167338,LEF,,
167340,LAR,,
167341,LEF,,
167342,LEC,,
167343,LRT,,
167346,LBC,,
167348,LBN,,
167349,LBC,,
167350,LPD,,
167351,LMU,,
167353,LNM,,
167354,LAD,,
167355,LPM,,
167356,LMT,,
167359,LDE,,
167365,LBM,,
167369,LAD,,
167371,LAR,,
167372,LIN,,
167374,LAT,,
167377,LIM,,
167379,LQI,,
167380,LEC,,
167381,LBN,,
167383,LHR,,
167384,LAD,LPD,
167385,LEF,,
167390,LEF,,
167391,LFA,,
167392,LFP,,
167393,LFP,,
167394,LNI,,
167395,LMK,,
167400,LBM,,
167402,LNM,,
167403,LIN,,
167407,LAR,,
167410,LPA,,
167411,LPA,,
167412,LIM,,
167413,LFP,,
167415,LEF,,
167420,LPA,,
167424,LMT,,
167430,LEC,,
167437,LNI,,
167438,LIM,,
167439,LEF,,
167440,LFA,,
167442,LNI,,
167443,LNM,,
167444,LBN,,
167445,LIN,LQI,
167448,LBC,,
167449,LEC,,
167452,LIS,,
167454,LFB,,
167455,LII,,
167456,LHR,,
167461,LEC,,
167463,LAT,,
167464,LMT,LRT,
167469,LAR,,
167470,LNI,,
167471,LND,,
167472,LAT,,
167474,LII,,
167475,LNM,,
167480,LRT,,
167481,LBM,,
167488,LNI,,
167490,LAD,,
167491,LQI,,
167492,LAR,,
167494,LIV,,
167495,LAT,LFA,
167496,LAT,,
167501,LEC,LBN,
167507,LBI,,
167508,LBI,,
167509,LII,,
167510,LIS,,
167511,LAD,,
167512,LMK,,
167514,LRI,,
167524,LAT,,
167525,LAD,,
167527,LMK,,
167532,LFA,,
167534,LIC,,
167536,LBI,,
167540,LEF,,
167541,LEF,,
167542,LAR,,
167543,LHR,,
167544,LAT,,
167547,LPA,,
167548,LAR,,
167549,LIS,,
167552,LNM,,
167553,LII,,
167554,LEF,,
167557,LII,,
167559,LII,,
167560,LII,,
167561,LEA,,
167562,LRI,,
167563,LPA,,
167564,LRT,,
167565,LAD,,
167566,LBI,,
167569,LMT,,
167574,LEC,,
167575,LQI,,
167581,LMT,,
167582,LEC,,
167585,LIM,,
167589,LAD,,
167590,LII,,
167591,LFP,,
167594,LFA,,
167599,LIN,,
167605,LAT,,
167609,LNI,,
167611,LEC,,
167613,LQI,,
167614,LPM,,
167617,LIC,,
167623,LFA,,
167628,LNI,,
167629,LNI,,
167631,LNM,,
167633,LEC,,
167635,LQI,,
167636,LEC,,
167637,LAR,,
167638,LMT,,
167640,LMT,,
167641,LMT,,
167642,LFA,,
167645,LAD,,
167646,LIN,,
167649,LFB,,
167650,LAD,,
167651,LCS,,
167652,LIM,,
167653,LDS,,
167654,LIS,,
167658,LBC,LFB,
167659,BNI,,
167660,LMT,,
167662,LNI,,
167663,LMK,,
167665,LBM,,
167666,LRP,,
167667,LRI,,
167670,LCN,,
167671,LFA,LDS,
167675,LMK,,
167677,LEF,,
167681,LIM,,
167682,LFA,,
167689,LDE,,
167691,LHR,,
167692,LII,,
167693,LNI,,
167698,LHR,,
167700,LIM,,
167701,LMT,,
167703,LBI,,
167704,LRI,,
167707,LEC,,
167712,LMT,,
167714,LEF,,
167715,LNI,,
167717,LII,,
167718,LHR,,
167723,LAT,,
167725,LFA,,
167726,LII,,
167728,LIC,,
167729,LBC,,
167730,LBN,,
167731,LMT,,
167732,LAR,,
167741,LEC,,
167743,LMT,,
167747,LNM,,
167752,LIY,,
167756,LEF,,
167757,LEF,,
167759,LIS,,
167760,LBM,,
167761,LIC,,
167765,LAD,,
167768,LIN,,
167773,LNI,,
167774,LIC,,
167777,LPO,LPA,
167778,LIM,,
167782,LBM,,
167783,LCN,,
167785,LNI,,
167786,LAD,,
167787,LAT,,
167788,LIM,,
167789,LMK,,
167792,LEC,,
167793,LHR,,
167796,LPO,,
167797,LIS,,
167799,LRI,,
167800,LNA,,
167803,LPD,,
167804,LQI,,
167805,LIS,,
167806,LCN,,
167808,LPM,,
167809,LMT,,
167810,LFA,,
167812,LNI,,
167813,LIC,,
167815,LIC,,
167816,LRT,LMT,
167818,LNM,,
167819,LII,,
167820,LNI,,
167824,LAD,,
167831,LBC,LFB,
167832,LEF,,
167836,LNI,,
167838,LRT,,
167843,LNI,,
167847,LMK,,
167848,LQI,,
167852,LNI,,
167854,LFP,,
167855,LHR,,
167857,LNM,,
167858,LMK,,
167860,LMT,LIM,
167861,LNM,,
167866,LPA,,
167868,LNI,,
167869,LBM,,
167870,LAT,,
167871,LAT,,
167873,LDS,,
167875,LEC,,
167876,LBI,,
167877,LRI,,
167879,LIN,,
167880,LMK,,
167884,LRI,,
167885,LPM,,
167888,LEF,,
167890,LPT,,
167892,LRI,LPT,
167894,LAR,,
167896,LMK,,
167899,LPA,,
167900,LCS,,
168001,LIC,,
168003,LII,,
168004,LNI,,
168006,LII,,
168007,LAD,,
168009,LPO,LPA,
168013,LIS,,
168016,LBN,,
168018,LII,,
168019,LAD,,
168020,LIM,,
168021,LNI,,
168022,LMK,,
168027,LFA,,
168029,LAT,LDS,
168030,LII,,
168031,LNA,,
168034,LEC,,
168035,LNI,,
168036,LMT,,
168037,LNM,,
168038,LFP,,
168039,LBN,,
168040,LAD,,
168043,LBC,,
168045,LPO,,
168047,LEC,,
168053,LCN,,
168054,LPO,,
168060,LEC,LBN,
168062,LIM,,
168063,LIC,,
168064,LNM,,
168065,LAT,,
168066,LNI,,
168067,LIC,,
168068,LNI,,
168069,LPD,,
168070,LAD,,
168071,LII,,
168072,LII,,
168073,LEA,,
168075,LAR,,
168077,LCN,,
168079,LFP,,
168080,LII,,
168081,LRP,,
168082,LPM,,
168083,LNI,,
168087,LNM,,
168089,LNI,,
168092,LPT,,
168093,LDS,,
168094,LBM,,
168095,LQI,,
168100,LEF,,
168101,LAR,,
168102,LRI,,
168103,LIM,,
168104,LFP,,
168108,LQI,,
168110,LPM,,
168112,LIS,,
168114,LAR,,
168115,LAT,,
168116,LNI,,
168120,LIC,,
168121,LEF,,
168123,LEF,,
168124,LEF,,
168125,LEF,,
168126,LAR,,
168128,LNI,,
168129,LBM,,
168131,LEF,,
168134,LBM,,
168135,LCN,,
168137,LAD,,
168138,LAT,,
168140,LMT,,
168141,LQI,,
168142,LFP,,
168143,LAD,,
168144,LHR,,
168145,LNM,,
168146,LCU,,
168148,LAD,,
168152,LPA,,
168158,LDS,,
168159,LCS,,
168161,LAD,,
168163,LAR,,
168164,LCU,,
168165,LIS,,
168167,LFP,,
168171,LQI,,
168172,LCS,,
168175,LII,,
168176,LAD,,
168177,LNA,,
168178,LPA,,
168181,LFB,,
168182,LNI,,
168184,LAR,,
168186,LPM,,
168189,LHR,,
168191,LMK,,
168192,LAR,,
168194,LAT,,
168197,LBM,,
168200,LPA,,
168208,LIC,,
168210,LHR,,
168211,LAD,,
168212,LMK,,
168214,LNI,,
